classe,num_processo,reu_preso_recorreu,seq_jurisdicionado,mp,pena_fixada_decisao_recorrida_anos,pena_fixada_decisao_recorrida_meses,sucesso_recurso,obs
AREsp,615159,0,1501,false,2,4,,Regime Semiaberto. O réu foi beneficiado com a liberdade provisória
AREsp,674611,0,2406,false,6,2,,Fechado
REsp,1530674,,1268,false,0,0,,Agravo em Execução
AREsp,606900,,247,false,0,0,,"Aparecem diversas movimentações, mas não há link para o acórdão."
AREsp,823034,,1407,false,0,0,,Não há acódão
REsp,1464403,0,1620,false,0,1,,Substituição por restritiva de direitos
AREsp,509337,0,2312,false,2,1,,Substituição por restritiva de direitos
AREsp,624260,0,1832,false,0,0,,Absolvido
AREsp,523888,0,543,false,1,3,,Regime Aberto
AREsp,826019,0,2608,false,0,0,,Não faz menção à pena nem a situação carcerária
AREsp,807263,0,2163,false,0,6,,Substituição por restritiva de direitos
AREsp,702261,0,1064,false,2,0,,Substituição por restritiva de direitos
AREsp,483508,,1748,false,0,0,,Não achei o processo
REsp,1535447,0,1922,false,0,0,,Absolvido
AREsp,628610,,1005,false,0,0,,Agravo de Execução
REsp,1542327,0,758,false,5,6,,SEMIABERTO
AREsp,554909,,2703,false,0,0,,Não faz mensão à pena nem à situação carcerária
REsp,1476877,0,1916,false,0,0,,Réu é empresa!
REsp,1547899,0,2639,false,0,0,,Absolvido
REsp,1558490,,2499,false,0,0,,Agravo de Execução
AREsp,497491,0,201,false,0,3,,
AREsp,756899,0,2283,false,2,0,,Regime Semiaberto
REsp,1451856,0,372,false,6,0,,Não a situação carcerária
AREsp,519658,,2631,true,0,0,,
AREsp,519658,,452,false,0,0,,
AREsp,519658,,2279,false,0,0,,
AREsp,798169,,1520,false,0,0,,
AREsp,621058,,2631,true,0,0,,
AREsp,629397,,2649,false,0,0,,
AREsp,629397,,2649,false,0,0,,
AREsp,739563,,1120,false,0,0,,
AREsp,615965,,941,false,0,0,,
AREsp,615965,,2631,true,0,0,,
AREsp,615965,,428,false,0,0,,
AREsp,615965,,428,false,0,0,,
AREsp,615965,,941,false,0,0,,
AREsp,615965,,2631,true,0,0,,
AREsp,620627,,595,false,0,0,,Não diz a pena nem a situação carcerária
REsp,1558312,0,2607,false,0,0,,Manutenção de rejeição da denùncia
REsp,1475079,0,2401,false,0,0,,Acórdão que manteve rejeição de denúncia
AREsp,723774,0,1032,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
AREsp,723774,0,1611,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
AREsp,723774,0,740,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
REsp,1454586,0,2096,false,1,0,,Regime Aberto
REsp,1479321,0,2026,false,3,1,,Substituição da pena
REsp,1563626,1,717,false,5,10,,O réu estava preso no momento da decisão. A decisão declarou regime semiaberto
ARE,667119,0,2057,false,0,6,,
RE,642894,0,144,false,0,5,,SEMIABERTO
ARE,704355,0,227,false,0,0,,Extinção da punibilidade
AI,785458,,2087,false,0,0,,
AI,794089,,228,false,0,0,,Acórdão indisponível (procurei pelo nome)
AI,810490,,1783,false,0,0,,
AI,810490,,1857,false,0,0,,
ARE,666407,0,521,false,6,0,,"Regime fechado, foi preso cautelarmente, porém fora concedida a liberdade provisória"
ARE,716177,0,220,false,3,4,,ABERTO
RE,611950,,391,true,0,0,,Não há processo
ARE,694771,0,1757,false,4,0,,Substituição restritiva de direitos
ARE,680715,1,2268,false,5,0,,Foram presos
ARE,697297,0,662,false,3,0,,Regime Aberto
AI,821960,,2001,false,0,0,,
AI,821960,,2089,false,0,0,,
AI,821960,,1084,false,0,0,,
ARE,665485,,1242,false,0,0,,Não achei o processo
AREsp,603118,,434,false,0,0,,'3014051'
AREsp,546485,0,784,false,0,3,4,'3048627'
AREsp,512290,,400,false,0,0,,'3178624'
AREsp,512290,,87,false,0,0,,'3178624'
AREsp,512290,,365,false,0,0,,'3178624'
AREsp,512290,,2074,false,0,0,,'3178624'
AREsp,758151,0,1351,false,2,4,,
REsp,1472196,0,2097,false,2,4,,
REsp,1553358,,338,false,0,0,0,Guilherme – STJ
REsp,1537889,,852,false,0,0,,Habeas Corpus  - execução penal
REsp,1457309,0,1496,false,2,0,,
REsp,1477846,0,29,false,0,0,0,Guilherme – STJ
REsp,1530178,1,1642,false,10,0,,
REsp,1508879,0,1241,false,1,9,,
AREsp,782852,0,512,false,6,0,0,Guilherme – STJ
AREsp,545066,0,2634,false,15,6,,
RE,672127,0,2089,false,0,3,,
RE,629420,0,1966,false,3,4,,
RE,642676,,1448,false,0,0,,processo não encontrado
REsp,1496317,,1956,false,0,0,0,Discussão cível
REsp,1496317,,1182,false,0,0,0,Discussão cível
AREsp,735012,0,898,false,0,0,0,Pena não informada
REsp,1533854,0,1127,false,16,0,0,
AREsp,552780,0,138,false,2,1,0,Substituição da pena privativa de liberd
AREsp,521115,1,489,false,9,4,0,
AREsp,545070,0,1775,false,5,4,0,
AREsp,515545,0,2086,false,5,4,0,
REsp,1563464,,995,false,0,0,0,Réu absolvido em procedimento ordinário
AREsp,539837,,1226,false,0,0,0,Julgamento adiado
REsp,1561844,,2530,false,0,0,0,Agravo de execução
REsp,1528397,1,600,false,5,4,0,
AREsp,545268,0,1016,false,1,9,0,Substituição da pena privativa de liberd
AREsp,525665,0,1309,false,3,0,0,Substituição da pena privativa de liberd
AREsp,644246,,11,false,0,0,0,
REsp,1441143,0,668,false,5,1,0,
AREsp,552350,0,1650,false,6,0,0,
AREsp,785598,0,1224,false,2,0,0,
AREsp,642863,1,1026,false,4,1,0,
AREsp,605162,0,2209,false,0,3,0,
REsp,1446790,0,2619,false,1,0,0,Substituição da pena privativa de liberd
AREsp,633184,0,1174,false,5,1,0,
REsp,1518222,,1507,false,0,0,0,Réu absolvido em procedimento ordinário
AREsp,815356,,1049,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,625261,1,1149,false,6,8,0,
AREsp,605786,0,2078,false,2,0,0,
REsp,1544905,,2646,false,0,0,0,Agravo de execução
AREsp,545690,,1884,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1496920,1,589,false,0,0,0,Réu absolvido no recurso
AREsp,724806,,847,false,0,0,0,Agravo de execução
AREsp,743272,1,920,false,6,9,0,
AREsp,529086,0,1982,false,4,0,0,
AREsp,822442,1,1170,false,9,4,0,
AREsp,596693,0,2666,false,16,1,0,
AREsp,753838,0,2453,false,2,0,0,Substituição da pena privativa de liberd
AREsp,565928,,649,false,0,0,0,Discussão cível
REsp,1476346,,578,false,0,0,0,Agravo de execução
AREsp,784429,0,505,false,6,0,0,
AREsp,784429,0,675,false,6,6,0,
AREsp,786082,,2375,false,0,0,0,Agravo de execução
AREsp,786082,,1841,false,0,0,0,Agravo de execução
AREsp,786082,,2150,false,0,0,0,Agravo de execução
AREsp,786082,,1754,false,0,0,0,Agravo de execução
AREsp,786082,,576,false,0,0,0,Agravo de execução
AREsp,786082,,2129,false,0,0,0,Agravo de execução
AREsp,786082,,2164,false,0,0,0,Agravo de execução
AREsp,786082,,2340,false,0,0,0,Agravo de execução
AREsp,786082,,237,false,0,0,0,Agravo de execução
AREsp,786082,,290,false,0,0,0,Agravo de execução
AREsp,786082,,175,false,0,0,0,Agravo de execução
AREsp,786082,,1516,false,0,0,0,Agravo de execução
AREsp,786082,,725,false,0,0,0,Agravo de execução
AREsp,786082,,1008,false,0,0,0,Agravo de execução
AREsp,786082,,2112,false,0,0,0,Agravo de execução
AREsp,786082,,699,false,0,0,0,Agravo de execução
AREsp,786082,,326,false,0,0,0,Agravo de execução
AREsp,786082,,2500,false,0,0,0,Agravo de execução
AREsp,786082,,2372,false,0,0,0,Agravo de execução
AREsp,786082,,752,false,0,0,0,Agravo de execução
AREsp,607039,0,606,false,5,4,0,
REsp,1441090,0,1188,false,4,2,0,
AREsp,654262,0,842,false,3,0,0,Substituição da pena privativa de liberd
REsp,1523074,,2708,false,0,0,0,Agravo de execução
AREsp,829331,0,2027,false,0,3,0,Substituição da pena privativa de liberd
AREsp,727724,1,1143,false,5,9,0,
REsp,1475846,1,1232,false,9,4,0,
REsp,1466223,1,1977,false,4,0,0,Substituição da pena privativa de liberd
AREsp,634168,,2565,false,0,0,0,Réu absolvido em procedimento ordinário
AREsp,699185,0,1499,false,0,0,0,Pena não informada
AREsp,699185,0,1738,false,0,0,0,Pena não informada
AREsp,786702,,928,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,814092,0,769,false,0,0,0,Réu absolvido no recurso
REsp,1474827,1,1078,false,5,6,0,
AREsp,718149,1,57,false,0,0,0,Processo sob segredo de justiça (condena
AREsp,500617,0,627,false,5,0,0,
AREsp,710617,1,542,false,12,2,0,
AREsp,710617,1,149,false,12,2,0,
REsp,1430716,1,280,false,5,6,0,
REsp,1553358,,421,false,0,0,0,Agravo de execução
AREsp,594141,,2491,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1532899,,1065,false,0,0,0,Agravo de execução
AREsp,633949,0,397,false,1,4,0,Substituição da pena privativa de liberd
ARE,713475,,1654,false,0,0,,Acordão não encontrado
RE,632772,0,1954,false,0,4,6,
AI,845654,0,208,false,0,4,2,
RE,654336,0,1249,false,0,5,1,
AI,829144,1,1991,false,0,10,6,
AI,829144,1,2658,false,0,12,0,
AI,856356,0,2024,false,0,6,0,
ARE,644976,,1552,false,0,0,,Acordão não encontrado
AI,839280,0,908,false,0,2,9,Substituição da pena privativa de liberdade 
RE,682180,0,647,false,0,1,2,Substituição da pena privativa de liberdade 
AI,841998,0,2221,false,0,3,0,
AREsp,619899,0,1556,false,1,2,,
AREsp,519082,0,171,false,14,0,,
AREsp,730694,0,315,false,5,10,,Regime Fechado
AREsp,730694,0,338,false,5,0,,Regime Fechado
REsp,1430384,0,2563,false,3,10,,
AREsp,694308,0,494,false,2,8,,
AREsp,693270,0,931,false,8,0,,
AREsp,618684,0,1147,false,3,6,,
AREsp,805230,0,700,false,5,4,,Regime Fechado
REsp,1493429,1,994,false,10,0,,
REsp,1496978,1,832,false,3,0,,Regime Fechado
REsp,1496978,1,1416,false,3,0,,Regime Fechado
AREsp,812707,0,2470,false,2,2,,
AREsp,654702,0,1390,false,2,0,,
AREsp,813996,0,1116,false,3,4,,
AREsp,475322,0,2280,false,0,9,,
AREsp,617275,,771,false,0,0,,recurso em sentido estrito - pronúncia
REsp,1498699,0,865,false,3,9,,obs. Réu absolvido. MP recorre
REsp,1537218,0,1076,false,1,1,,
REsp,1445236,0,1763,false,0,0,,
REsp,1521742,0,1076,false,2,0,,
REsp,1483580,0,1076,false,0,7,,
REsp,1483696,0,639,false,0,0,,
REsp,1556999,0,63,false,0,0,,
AREsp,765358,0,611,false,3,6,,
REsp,1533812,,1076,false,0,0,,Agravo em execução penal
AREsp,703143,,2631,true,0,0,,
AREsp,703143,,2306,false,0,0,,
AREsp,680336,0,394,false,2,0,,
AREsp,549769,0,1190,false,0,0,,recurso em sentido estrito - pronúncia
REsp,1565398,,2691,false,0,0,,agravo em execução penal
AREsp,643377,0,2455,false,1,5,,regime fechado
AREsp,727810,0,125,false,9,0,,
AREsp,804237,1,2352,false,26,4,,
REsp,1458672,,2455,false,3,0,,Número errado do processo na própria base do STJ.
AREsp,486022,0,2396,false,2,0,,
AREsp,682147,0,664,false,1,4,,
AREsp,553855,0,1047,false,0,0,,Recurso em sentido estrito - pronúncia - existe relaxamento de prisâo em flagrante - está em liberdade
AREsp,499337,,1332,false,0,0,,processo não encontrado
AREsp,603118,,1117,false,0,0,,
AREsp,603118,,278,false,0,0,,
AREsp,546485,,428,false,0,0,,
REsp,1571728,0,966,false,5,0,,
AREsp,487367,0,2533,false,1,5,,
REsp,1477914,0,2484,false,4,0,,
AREsp,701540,0,1625,false,5,4,,Regime Fechado
AREsp,502994,0,2308,false,0,0,,Novo julgamento
AREsp,700148,0,2654,false,2,0,,
AREsp,519653,,428,false,0,0,,
AREsp,482149,,537,false,0,0,,
AREsp,482149,,2631,true,0,0,,
AREsp,482149,,537,false,0,0,,
AREsp,488426,0,100,false,9,0,,
AREsp,554255,0,195,false,2,10,,
AREsp,763414,,134,false,0,0,,
AREsp,512290,,400,false,0,0,,
AREsp,512290,,87,false,0,0,,
AREsp,512290,,365,false,0,0,,
AREsp,512290,,2148,false,0,0,,
AREsp,643179,0,2106,false,5,4,,Regime Fechado
AREsp,698012,0,2214,false,8,0,,
REsp,1450950,0,1100,false,2,9,,
AREsp,711817,0,1929,false,0,0,,Habeas Corpus
AREsp,734101,0,641,true,5,0,,
AREsp,650649,0,1102,false,0,4,,
AREsp,599738,,659,false,0,0,,agravo em execução penal
AREsp,738994,,2338,false,0,0,,recurso em sentido estrito- pronuncia
ARE,693310,,1465,false,0,0,,processo não encontrado
AI,857972,0,657,false,0,0,,
RE,700394,1,1124,false,0,0,,
RE,700394,1,2284,false,0,0,,
RE,700394,1,2537,false,0,0,,
AI,844015,1,2389,false,5,10,,
ARE,673086,,1381,false,0,0,,recurso em sentido estrito - prosseguimento da ação penal
AI,819100,0,1419,false,0,9,,pena na apelação numero TJSC n. 2009.014129-3
AREsp,520847,,767,false,0,0,,segredo de justiça
AREsp,682483,0,1726,false,3,0,,penas restritivas de direitos
AREsp,722321,0,2046,false,4,6,,regime inicial semiaberto
AREsp,581755,0,1506,true,5,4,,regime semiaberto
AREsp,765080,0,478,false,0,0,,recurso do mpf para réu ser submetido a novo juri
AREsp,749747,0,887,false,11,0,,
AREsp,759413,0,1796,false,13,8,,
AREsp,488020,0,1152,false,0,0,,sentença de pronúncia
REsp,1535143,,1138,false,0,0,,agravo de execução
AREsp,771493,,379,false,0,0,,agravo de execução
AREsp,673419,1,743,false,8,0,,
REsp,1442321,0,428,false,0,0,,recurso contra não acatamento de denúncia
AREsp,621182,,60,false,0,0,,segredo de justiça
AREsp,801131,1,468,false,0,0,,sentença não encontrada
REsp,1521687,0,1118,false,0,0,,sentença de pronúncia
AREsp,484129,,1635,false,0,0,,processo não está em tramitação
AREsp,713145,0,1859,false,5,4,,regime semiaberto
AREsp,684531,0,1497,false,0,0,,sentença de pronúncia
AREsp,587196,0,120,true,6,0,,regime semiaberto
AREsp,722432,0,1859,false,5,0,,regime semiaberto
AREsp,604411,0,120,true,1,8,,penas restritivas de direitos
AREsp,719259,0,2636,false,4,2,,
AREsp,627168,,2631,true,0,0,,
REsp,1429297,,117,false,0,0,,agravo de execução
AREsp,680739,0,364,false,0,0,,recurso em sentido estrito
AREsp,688661,0,1808,false,2,0,,
AREsp,785760,0,2141,false,5,1,,
REsp,1521434,0,1591,false,0,0,,recurso contra não acatamento de denúncia
AREsp,524211,1,2042,true,0,0,,réu preso
AREsp,651005,,2067,false,0,0,,
AREsp,651005,,2631,true,0,0,,
AREsp,556946,,1322,false,0,0,,
AREsp,556946,,52,false,0,0,,
REsp,1452937,0,42,false,5,6,,regime semiaberto
REsp,1470597,0,1745,false,1,3,,
AREsp,486023,0,428,false,4,0,,penas restritivas de direitos
REsp,1476965,0,1637,false,0,8,,penas restritivas de direitos
AREsp,683832,0,1292,false,10,3,,
AREsp,683832,0,176,false,10,3,,
REsp,1556819,,2455,false,0,0,,agravo de execução
AREsp,627065,0,2455,false,18,0,,
REsp,1427609,,2455,false,0,0,,agravo de execução
REsp,1434286,1,221,false,0,0,,processo não encontrado (mas réu preso)
REsp,1496101,0,2509,false,3,3,,
REsp,1541721,,1998,false,0,0,,Agravo de execução
REsp,1531284,0,1076,false,2,0,,
REsp,1555766,0,1142,false,0,0,,Tribunal do juri
REsp,1555766,0,1498,false,0,0,,Tribunal do juri
AREsp,741020,0,1076,false,0,0,,Réus absolvidos na segunda instância
AREsp,699427,,1076,false,0,0,,Absolvição reformada - recurso contra essa decisão. Ainda não há pena nem julgamento.
AREsp,514171,0,1500,false,0,0,,Atipicidade da conduta - Recurso do MP
REsp,1537245,1,1076,false,0,0,,Recurso do MP contra decisão de realizar novo tribunal de juri (pena anterior 13 anos e 10 meses)
REsp,1464992,0,1076,false,0,0,,"Réu absolvido, MP recorrendo"
REsp,1525212,,1076,false,0,0,,Agravo de execução
AREsp,679993,0,1109,false,1,0,,
REsp,499392,0,1479,false,6,5,,expedido mandado de prisão para regime semi-aberto
REsp,499392,0,1060,false,6,5,,expedido mandado de prisão para regime semi-aberto
REsp,551235,0,338,false,2,0,,
AREsp,1550841,,338,false,0,0,,segredo de justiça
AREsp,1550448,0,1133,false,1,8,,regime inicial fechado
AREsp,473920,0,61,false,1,4,,
AREsp,492759,1,152,true,12,0,,
AREsp,569600,1,2241,false,6,8,,segredo de justiça
AREsp,1458987,1,338,false,5,10,,
AREsp,495590,1,1900,false,12,0,,
AREsp,495590,1,152,true,12,0,,
REsp,1458799,1,2213,false,5,4,,regime inicial fechado
REsp,506005,1,2105,false,10,0,,regime inicial fechado
AREsp,804300,1,2631,true,4,10,,
AREsp,709738,1,338,false,5,0,,regime inicial fechado
AREsp,508229,0,338,false,0,7,,
AREsp,540178,0,385,false,1,0,,
AREsp,619605,1,1066,false,5,6,,regime inicial fechado
AREsp,735071,,859,false,0,0,,processo não encontrado
REsp,1503968,0,338,false,5,4,,
AREsp,1489592,,338,false,0,0,,segredo de justiça
REsp,559291,1,960,false,5,4,,regime inicial fechado
REsp,559291,1,1279,false,5,4,,regime inicial fechado
AREsp,819952,0,2538,false,0,0,,processo ainda sem sentença
REsp,579117,1,968,false,5,0,,regime inicial fechado
AREsp,507466,0,1921,false,7,0,,regime inicial semiaberto
AREsp,507466,0,2705,false,6,0,,regime inicial semiaberto
AREsp,644343,1,739,false,8,0,,
AREsp,1502311,1,2591,false,1,6,,
AREsp,1502311,0,534,false,1,6,,
AREsp,693291,0,2048,false,1,9,,regime inicial semiaberto
REsp,1523757,1,338,false,5,7,,regime fechado
REsp,689913,0,1631,false,0,0,,réu condenado a ouvir advertência sobre as drogas
ARE,723797,,275,false,0,0,,pessoa jurídica
AI,802355,0,2174,true,0,0,,HC provido contra crime hediondo. Processo não encontrado.
ARE,698876,0,2174,true,0,0,,HC provido contra prisão em flagrante. Processo não encontrado.
ARE,670095,,1868,false,0,0,,processo baixado
AI,850335,,612,false,0,0,,
ARE,717709,0,2195,true,1,0,,
AI,830458,1,685,false,13,2,,
ARE,724963,1,391,true,7,2,,
AI,847637,1,1255,false,8,0,,
AI,835839,0,1396,false,0,0,,
AI,853613,0,391,true,0,0,,
AI,856284,1,391,true,12,2,,
RE,630495,,2522,false,0,0,,recurso em sentido estrito
ARE,650065,,487,false,0,0,,Queixa crime
AREsp,616885,,1749,false,0,0,,Decisão não disponível / Recurso em sentido estrito
AREsp,749439,0,641,true,2,0,,
AREsp,694023,1,1666,false,2,0,,
AREsp,608761,0,969,false,14,0,,Decisão não disponível - Info de embargos
AREsp,483652,0,2321,false,5,6,,
AREsp,644239,0,1344,false,7,7,,
AREsp,693982,,1138,false,0,0,,Agravo em execução
AREsp,656223,1,1445,false,10,5,,
AREsp,749839,,1138,false,0,0,,decisão não disponível
AREsp,682669,,1360,false,0,0,,Recurso em Sentido Estrito - debate de pronuncia
AREsp,750510,0,498,false,2,0,,
AREsp,625366,,923,false,0,0,,"""Processo não disponível ao público"""
REsp,1456804,0,1134,false,0,0,,Prescrito - data não disponível
REsp,1431437,,1859,false,0,0,,Recurso em Sentido Estrito - recebimento de denuncia
AREsp,712361,0,1859,false,4,7,,
AREsp,823201,0,1859,false,6,5,,
AREsp,591055,0,1859,false,2,11,,Sem data
REsp,1525417,,1482,false,0,0,,Recurso sem sentido estrito - competência
REsp,1486577,,2472,false,0,0,,Agravo em execução
AREsp,720842,1,1903,false,12,6,,
AREsp,608016,1,2698,false,6,8,,
REsp,1477669,0,677,false,6,8,,
REsp,1472183,0,2341,false,0,0,,Questão processual - sequestro de bens
REsp,1431589,0,338,false,2,7,,
AREsp,488263,1,338,false,5,4,,Processo não encontrado - info STJ
REsp,1493423,0,338,false,5,0,,
AREsp,674357,0,338,false,0,0,,Prescrição
REsp,1565406,0,338,false,0,0,,Segredo de Justiça
REsp,1486400,,338,false,0,0,,Processo não encontrado
REsp,1553562,0,338,false,0,7,,
REsp,1525859,0,1148,false,1,8,,
AREsp,458340,0,1106,false,2,6,,
AREsp,460519,1,2005,false,0,0,,Segredo de Justiça
REsp,1453157,0,2511,false,1,2,,
REsp,1525721,0,338,false,9,7,,
AREsp,499378,0,338,false,1,9,,
AREsp,718600,0,338,false,0,0,,Segredo de Justiça
AREsp,596152,1,338,false,5,0,,Regime Fechado
AREsp,653279,0,338,false,2,3,,Regime Fechado
REsp,1502078,,2220,false,0,0,,Segredo de Justiça
REsp,1525084,,857,false,0,0,,Segredo de Justiça
AREsp,789612,,1278,false,0,0,,Segredo de Justiça
AREsp,500880,,2296,false,0,0,,Recurso em sentido estrito.
AREsp,648978,0,789,false,18,0,,
AREsp,648978,0,1325,true,18,0,,
AREsp,736044,1,2017,false,8,0,,
REsp,1532583,,344,false,0,0,,
REsp,1532583,,2003,true,0,0,,
AREsp,649657,0,2455,false,5,4,,Regime fechado
AREsp,805460,0,1867,false,0,3,,
AREsp,801755,0,2455,false,9,4,,
AREsp,666767,0,772,false,3,10,,
REsp,1558528,0,981,false,0,0,,Absolvido
REsp,1435344,,2455,false,0,0,,Agravo em execução
AREsp,685525,0,1076,false,1,2,,
AREsp,465923,,697,false,0,0,,Direito Civil
REsp,1539287,0,1076,false,0,0,,Determina prosseguimento do processo.
AREsp,770645,,2131,false,0,0,,Apelação não encontrada
AREsp,784433,0,1076,false,3,0,,
REsp,1523114,0,1076,false,0,0,,Absolvido
REsp,1521734,0,1076,false,0,6,,
REsp,1488998,1,1076,false,5,6,,
AREsp,675713,0,450,false,1,0,,
AREsp,749942,0,1617,false,3,4,,
AREsp,486220,,495,false,0,0,,Inteiro Teor e pena não disponíveis
AREsp,623289,0,428,false,1,0,,
AREsp,785628,0,428,false,2,6,,
REsp,1470148,0,332,false,0,0,,absolvido
AREsp,466008,0,1581,false,6,10,,
AREsp,697510,0,428,false,2,11,,
AI,829044,,2089,false,1,0,,
AI,825399,,1326,false,0,0,,Sem info
RE,611129,,238,false,0,0,,Sem info
ARE,645017,,245,true,0,0,,Processo não encontrado
ARE,713277,,2481,false,0,0,,Recurso em sentido estrito
ARE,637980,1,1264,true,0,0,,"Segredo de justiça. Apenas ementa, sem quantum."
AI,803983,,341,false,0,0,,Sem decisão
AI,802676,,1610,false,0,0,,"Não encontrado, STF informa que é execução."
ARE,677797,,719,false,0,0,,Processo Trabalhista
ARE,676829,,2187,false,0,0,,Processo não encontrado
ARE,704870,0,1254,true,5,4,,
ARE,663732,,1264,true,0,0,,Execução penal
REsp,1477691,0,2587,false,2,4,,Substituiu por restritiva de direitos
AREsp,515475,0,2172,false,5,5,,"Regime Fechado, foi preso em flagrante"
REsp,1518573,0,1908,false,0,0,,Regime Aberto (pena: 69 dias)
REsp,1558275,0,1055,false,5,0,,Regime Semiaberto
REsp,1480407,,2421,false,0,0,,Acórdão Indisponível
AREsp,576185,0,2355,false,0,8,,Regime Aberto. Foi preso em flagrante
AREsp,755646,0,1091,false,0,0,,Foi absolvido em 1ª instância. O TJ reverteu e deu ordem para prosseguimento regular do feito
AREsp,784293,0,1877,false,5,4,,"Achei na jurisprudencia. ""Os apelantes encontram-se soltos"""
AREsp,811174,0,316,false,2,9,,Semiaberto
REsp,1466636,0,2552,false,2,7,,Regime Fechado
AREsp,693025,,325,false,0,0,,Nõa faz menção à pena nem a situação carcerária
AREsp,768163,0,119,false,6,2,,Regime Semiaberto. Não diz situação carcerária
AREsp,505045,0,1633,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,728734,,625,false,0,0,,Achei em Jurisprudencia. Recurso em Sentido Estrito. Não há PDF do acórdão
AREsp,692631,,871,false,0,0,,Não achei o processo
AREsp,465501,,1875,false,0,0,,"Apareceu o seguinte: ""Pesquisa não permitida"""
REsp,1548527,0,950,false,0,0,,Decisão que reverteu outra que não recebeu denúncia. Início da AP
AREsp,484849,1,2505,false,8,2,,
AREsp,598641,,708,false,0,0,,Não achei o processo
REsp,1453964,0,389,false,2,6,,Fechado. Não dia a situação carcerária
REsp,1453966,1,2664,false,5,0,,Negado o direito de recorrer em liberdade
AREsp,457124,0,1583,false,2,0,,Substituição da pena
AREsp,755658,0,373,false,5,4,,Fechado
AREsp,633687,0,1201,false,6,5,,Fechado. Parece estar em prisão domiciliar
REsp,1467980,,2671,false,0,0,,Não achei o processo
AREsp,809946,0,2243,false,4,6,,Expediu Mandado de Prisão (após trânsito em julgado)
AREsp,686916,,536,false,0,0,,Acordão não disponível
AREsp,745508,0,1473,false,12,0,,Regime Fechado. Julgamento Tribunal do Juri
AREsp,721842,0,2151,false,7,4,,Concessão de HC para cumpriment menos gravoso
AREsp,509072,0,1778,false,3,0,,Regime Aberto
REsp,1476566,1,757,false,7,0,,
AREsp,746291,0,2718,false,6,6,,
AREsp,651581,0,2196,false,6,0,,SEMIABERTO
AREsp,651581,0,679,false,3,0,,
AREsp,559905,,1789,false,0,0,,Só há sentença. Não tem o acórdão
AREsp,559905,,1105,false,0,0,,Só há sentença. Não tem o acórdão
AREsp,581862,0,1387,false,0,0,,Sentença de Conselho de Sentença pela absolvição do réu.
AREsp,616150,0,1896,false,5,0,,Regime fechado. Não diz a situação carcerária
REsp,1518326,0,2317,false,0,0,,Extinção da punibilidade
REsp,1544854,0,1343,false,1,8,,Conversão em restritiva de direitos
REsp,1547897,0,1076,false,1,9,,SEMIABERTO
REsp,1540313,0,642,false,0,0,,Absolvido
AREsp,784447,,1076,false,0,0,,Não achei o processo
AREsp,506219,0,583,false,6,0,,SEMIABERTO
REsp,1532819,,1076,false,0,0,,Agravo em Execução
AREsp,615346,0,1751,false,6,5,,
REsp,1556964,0,1253,false,1,10,,"Regime Aberto, posterior suspensão"
AREsp,520438,0,50,false,6,0,,"Regime Fechado, foi preso em flagrante"
AREsp,600765,0,564,false,0,0,,Revisão Criminal. Réu foi absolvido do crime de tortura
AREsp,519658,,452,false,0,0,,
AREsp,798169,,2631,true,0,0,,
AREsp,739563,,654,false,0,0,,
AREsp,557581,0,310,false,2,8,,Semiaberto
AREsp,762329,,1547,false,0,0,,"""CONCEDER A ORDEM de habeas corpus para trancar a ação penal nº 0001273-26.2013.403.6115, movida em face de IRAN APARECIDO JUNTA BUENO, em razão da nulidade das provas em que se baseia a denúncia"""
AREsp,532660,0,504,false,4,0,,Substituição da pena
REsp,1525606,0,2128,false,2,0,,Substituição da pena
AREsp,723774,0,469,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
AREsp,723774,0,1247,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
AREsp,723774,0,1681,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
REsp,1470592,0,1776,false,1,2,,Substituição da pena
AREsp,560444,0,1889,false,2,6,,Substituição da pena
REsp,1538391,0,2475,false,2,0,,Substituição da pena
ARE,713503,0,2073,false,1,0,,Benefício do sursis. Regime aberto
AI,818235,0,2655,false,0,0,,"Não há mensão à pena , nem a situação carcerária"
AI,853032,,123,false,0,0,,
ARE,721892,0,1462,false,3,6,,Substituição por restritiva de direitod
ARE,716177,0,559,false,3,4,,ABERTO
ARE,666608,,277,false,0,0,,Matéria Civil
ARE,728468,0,1184,false,3,6,,Regime Semiaberto
RE,632473,,1376,false,0,0,,
