classe,num_processo,reu_preso_recorreu,seq_jurisdicionado,mp,pena_fixada_decisao_recorrida_anos,pena_fixada_decisao_recorrida_meses,sucesso_recurso,obs
AREsp,495901,,328,false,0,0,,processo não está em tramitação
AREsp,583598,0,2391,false,9,6,,
AREsp,583598,0,1548,false,14,6,,
AREsp,583598,0,2391,false,11,6,,
AREsp,733691,0,1528,false,2,0,,penas restritivas de direitos
AREsp,627168,,428,false,0,0,,
AREsp,476319,1,1566,false,2,8,,réu está preso por outros motivos
AREsp,817865,0,1960,false,0,3,,
AREsp,787894,,2515,false,0,0,,
AREsp,787894,,2631,true,0,0,,
AREsp,622662,0,369,false,8,0,,
AREsp,651005,,691,false,0,0,,
AREsp,651005,,2631,true,0,0,,
AREsp,529396,1,428,false,19,6,,
REsp,1448488,0,2071,false,3,2,,
AREsp,527393,,2238,false,0,0,,processo não encontrado
REsp,1444299,0,547,false,3,4,,penas restritivas de direitos
AREsp,700571,0,428,false,5,8,,
REsp,1428098,,428,false,0,0,,sentença não encontrada
REsp,1467983,0,428,false,2,2,,penas restritivas de direitos
AREsp,573235,0,185,false,6,5,,
AREsp,557464,0,2041,false,15,2,,regime fechado
REsp,1475222,0,2455,false,1,4,,penas restritivas de direitos
AREsp,669523,0,2455,false,3,0,,penas restritivas de direitos
AREsp,806874,0,2455,false,2,2,,
AREsp,546164,0,750,false,2,8,,penas restritivas de direitos
REsp,1531284,0,174,false,2,0,,
AREsp,692901,1,1319,true,4,6,,Prisão em flagrante
REsp,1558375,0,1212,false,4,5,,
REsp,1441406,0,1414,false,0,0,,Julgamento de juri - absolvição
AREsp,604442,,878,false,0,0,,Agravo de execução
AREsp,815120,1,182,false,8,9,,Regime inicial fechado
AREsp,1449787,0,428,false,0,0,,denúncia aceita
AREsp,654860,0,1585,false,2,0,,penas restritivas de direito
REsp,727567,0,1397,false,2,0,,penas restritivas de direito
REsp,1462967,,636,false,0,0,,processo não encontrado
AREsp,635238,0,880,false,0,0,,tribunal do juri. Ainda sem sentença
AREsp,679620,0,1494,false,3,7,,penas restritivas de direito
AREsp,474855,1,1130,false,11,0,,
AREsp,1458987,1,2180,false,5,0,,
REsp,1511755,0,338,false,4,0,,
AREsp,1501541,1,338,false,4,3,,regime inicial fechado
REsp,1458799,1,152,true,5,4,,regime inicial fechado
REsp,561652,1,428,false,5,10,,regime inicial fechado
AREsp,804300,1,428,false,4,10,,
AREsp,1499882,,761,false,0,0,,agravo de execução
AREsp,1470245,1,2711,false,5,6,,regime inicial fechado
REsp,559291,1,338,false,5,4,,regime inicial fechado
AREsp,1429446,0,481,false,4,0,,
REsp,557129,1,703,false,7,3,,
AREsp,644413,0,2309,false,0,0,,réu absolvido na segunda instância
REsp,614250,0,152,true,2,0,,
AREsp,626851,,2409,false,2,0,,
AREsp,1502311,0,900,false,0,0,,réu absolvido na segunda instância
RE,635371,1,2519,false,5,4,,
AI,839398,,1687,false,0,0,,processo baixado
AI,829113,,1277,false,0,0,,conflito de competência
ARE,705110,0,2393,false,0,0,,
AI,806757,0,2498,false,2,0,,
AI,853613,0,2678,false,2,5,,
AI,853613,0,1613,false,2,5,,
AI,797368,0,763,false,2,0,,
ARE,646069,0,1924,false,0,6,,obs: embargo infringente contra recurso em sentido estrito para tribunal de juri
ARE,643405,0,2606,false,0,6,,obs: regime fechado
AI,843228,0,1365,false,5,0,,obs: regime fechado
AI,824701,0,1873,false,0,0,,sentença de pronúncia
AREsp,719603,,1852,false,0,0,,Direito Civil
AREsp,726863,,1138,false,0,0,,Sem decisão final de 1a instância
AREsp,789571,0,1671,false,11,6,,
AREsp,762516,0,1940,false,2,0,,
AREsp,656223,1,2158,false,13,0,,
REsp,1445911,1,1526,false,3,9,,
AREsp,651446,1,1344,false,6,0,,
AREsp,680423,0,1712,false,3,9,,
AREsp,802695,0,2249,false,5,6,,
AREsp,770636,0,2249,false,5,4,,
REsp,1529311,,414,false,0,0,,Processo não encontrado
AREsp,698590,0,113,false,4,6,,
AREsp,625150,1,1660,false,4,8,,
AREsp,625150,1,910,false,10,0,,
AREsp,561403,0,1300,false,14,4,,Sem data
REsp,1556313,,1859,false,0,0,,Recurso em sentido estrito - extinçao da punibilidad
REsp,1490975,0,1859,false,0,0,,Ação penal trancada
AREsp,633136,,28,false,0,0,,Processo não encontrado
REsp,1532800,0,1223,false,0,0,,Absolvido
AREsp,548879,,1412,false,0,0,,Recurso em sentido estrito. Prescrição.
REsp,1482733,0,1164,false,0,7,,
AREsp,747107,,1442,false,0,0,,Recurso em sentido estrito - pronuncia
AREsp,727169,1,737,false,6,6,,
AREsp,698654,,1289,false,0,0,,Processo anulado
AREsp,610232,1,2103,false,7,9,,
AREsp,633381,0,1522,false,4,2,,
REsp,1519669,0,338,false,4,0,,
REsp,1452922,,796,true,0,0,,HC Sem sentença.
AREsp,780884,0,2069,false,8,2,,
AREsp,736044,1,1409,false,7,0,,Regime fechado
REsp,1532583,1,344,false,12,6,,
AREsp,686921,,1970,false,0,0,,Recurso em sentido estritto
AREsp,469681,1,2275,false,13,6,,
REsp,1481043,0,666,false,0,0,,Absolvido
REsp,1543339,0,2378,false,0,0,,Absolvido
AREsp,517043,0,101,false,2,6,,
AREsp,746620,0,1229,false,7,0,,Regime fechado
AREsp,804925,0,215,false,9,4,,
REsp,1533309,,1375,false,0,0,,HC sobre execução
REsp,1439160,,1076,false,0,0,,Agravo em execução
REsp,1559726,,917,false,0,0,,HC prisão preventiva revogada
REsp,1524980,0,1573,false,4,2,,
REsp,1513910,,1824,false,0,0,,MS contra arquivamento
AREsp,560316,0,2517,false,15,0,,
AREsp,609268,0,1076,false,0,0,,Absolvido
AREsp,471455,1,1631,false,2,8,,
AREsp,784048,,428,false,0,0,,
AREsp,618965,,1083,false,0,0,,HC Sem sentença.
REsp,1546543,,1910,false,0,0,,Recurso em sentido estrito.
AREsp,748747,0,428,false,3,6,,
AREsp,570839,,2709,false,0,0,,Não trata nem cita a pena.
AREsp,476304,0,2281,false,3,9,,
AREsp,466008,0,2631,true,6,10,,
AREsp,760311,,428,false,0,0,,HC sobre prisão provisória
REsp,1490659,0,2332,false,4,0,,
REsp,1460030,,1843,false,0,0,,Processo não encontrado
REsp,1472479,0,256,false,3,10,,
ARE,719602,,1728,false,6,3,,
AI,828655,,1269,false,0,0,,Processo não encontrado
AI,796669,,2504,false,0,0,,Processo não encontrado
ARE,637980,1,579,false,0,0,,
RE,702362,0,1264,true,0,0,,
AI,787029,0,38,false,0,0,,Novo juri
AI,787029,0,2606,false,0,0,,Novo juri
AI,787029,0,868,false,0,0,,Novo juri
AI,840585,1,1354,false,4,8,,
RE,644239,0,1211,false,6,6,,
REsp,1465181,0,1217,false,2,6,,Substituiu por restritiva de direitos
REsp,1465181,0,1251,false,2,6,,Substituiu por restritiva de direitos
REsp,1441235,0,1821,false,1,4,,Substituiu por restritiva de direitos
AREsp,719110,0,95,false,2,4,,"Regime Semiaberto. OBS: há mais réus no processo!! Porem, não apareceram na query"
AREsp,727003,1,1323,false,21,6,,Reegime Fechado
AREsp,566338,,137,false,0,0,,Não achei o processo
REsp,1475275,0,2239,false,0,0,,Absolvido
REsp,1527198,0,1139,false,16,4,,Regime Fechado
AREsp,722544,1,1136,false,6,6,,Regime Fechado
REsp,1439029,,1025,false,0,0,,Agravo em Execução
REsp,1491384,0,2629,false,5,1,,Regime Semiaberto
REsp,1558253,0,620,false,0,0,,Prescrição
AREsp,642610,,1559,false,0,0,,Não há processo
AREsp,587895,0,1061,false,5,4,,Regime Semiaberto
AREsp,768163,0,1440,false,6,2,,Regime Semiaberto. Não diz situação carcerária
AREsp,463065,,1540,false,0,0,,Não achei o processo
AREsp,683168,,1587,false,0,0,,"Há movimentações, mas sem link para o acórdão"
AREsp,689190,,2493,false,0,0,,Não achei o processo
AREsp,471451,,2685,false,0,0,,Matéria Civil
REsp,1564992,0,970,false,2,0,,Aberto
AREsp,690440,,976,false,0,0,,Processod de conflito de competência
AREsp,627866,0,831,false,5,10,,"""Após o trânsito em julgado, expeça-se mandado de prisão"""
REsp,1508398,0,1919,false,0,0,,Absolvido
AREsp,565540,0,712,false,0,0,,"Condenado por dois crimes na 1ª. O TJ reformou, absolveu de um dos crimes, mas não disse o quantum de pena. De qualquer forma, o réu está solto pois já um 1º a pena havia sido substituída"
REsp,1546616,0,556,false,10,0,,Não diz a situação carcerária
AREsp,712331,0,903,false,0,3,,Beneficio do sursis
AREsp,784015,0,2152,false,1,4,,Semiaberto.
REsp,1495607,,622,false,0,0,,Segredo de justiça
AREsp,627216,0,2438,false,3,0,,Fechado
AREsp,643314,0,2520,false,3,0,,Substituição da pena
AREsp,470466,0,834,false,3,4,,Substituição da pena
AREsp,606900,,2065,false,0,0,,"Aparecem diversas movimentações, mas não há link para o acórdão."
AREsp,710729,,882,false,0,0,,Segredo de justiça
REsp,1434792,0,1125,false,4,6,,Regime Fechado
AREsp,765902,0,2694,false,2,0,,Substituição por restritiva de direitos
AREsp,702109,0,88,false,7,6,,
REsp,1517165,,2253,false,0,0,,Agravo de Execução
REsp,1512774,,2455,false,0,0,,Agravo de Execução
AREsp,512969,0,2627,false,6,7,,"Regime Fechado, foi preso em flagrante. Não diz a situação carcerária"
REsp,1558798,,1019,false,0,0,,Não há mensão à pena nem ao regime
REsp,1544854,0,1557,false,0,0,,Absolvido
AREsp,462650,1,2125,false,6,2,,
AREsp,808477,0,1429,false,1,3,,ABERTO
REsp,1445218,0,1807,false,0,0,,Absolvido
REsp,1478319,,2506,false,0,0,,Agravo em Execução
REsp,1430345,0,1282,false,2,0,,Regime Aberto com posterior substuição por restritiva de direitos
REsp,1547899,0,2210,false,0,0,,Absolvido
REsp,1556964,0,2559,false,1,10,,"Regime Aberto, posterior suspensão"
AREsp,753753,,2668,false,0,0,,RESPONS CIVIL EM ACIDENTE DE TRANSITO  
AREsp,628501,0,734,false,1,0,,Regime Aberto
AREsp,519658,,2279,false,0,0,,
AREsp,519658,,428,false,0,0,,
AREsp,798169,,957,false,0,0,,
AREsp,798169,,1793,false,0,0,,
AREsp,629397,,1619,false,0,0,,
AREsp,629397,,1619,false,0,0,,
AREsp,629397,,1955,false,0,0,,
AREsp,739563,,2631,true,0,0,,
AREsp,739563,,1120,false,0,0,,
AREsp,615965,,941,false,0,0,,
AREsp,615965,,2631,true,0,0,,
AREsp,615965,,941,false,0,0,,
AREsp,615965,,2631,true,0,0,,
AREsp,615965,,428,false,0,0,,
AREsp,620627,,1310,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,505617,1,1181,false,4,0,,
AREsp,723161,1,870,false,6,9,,"Regime Semiaberto, mas acórdão diz que o réu está preso"
REsp,1509939,,1316,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,570843,1,745,false,1,8,,
AREsp,616052,,2721,false,0,0,,"""dar provimento ao recurso em sentido estrito para receber a denúncia, determinando o envio dos autos ao Juízo para regular processamento"""
AREsp,463485,,1014,false,0,0,,Reconhecimento da incompetência da Justiça Federal
AREsp,723774,0,343,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
ARE,707097,0,335,false,0,0,,Prescrição da Pretensão Punitiva
RE,643185,,2292,false,0,0,,"Diz respeito a funcionário público que foi preso, depois solto, que requer danos morais pelo tempo que ficou afastado do cargo"
ARE,724020,,476,false,0,0,,Agravo de Execução
AI,853032,,670,false,0,0,,Certidão sem link
AI,853032,,2390,false,0,0,,
AI,853032,,2108,false,0,0,,
AI,846575,0,1073,false,3,3,,ABERTO
ARE,682044,0,1469,false,3,4,,
AI,851895,0,1408,false,3,9,,"Não há processo, só um resumo."
RE,706386,,1670,false,0,0,,Não achei o processo
ARE,665485,,1373,false,0,0,,
REsp,1548534,0,1988,false,5,6,,Regime Fechado
REsp,1434097,1,2496,false,5,0,,Regime Fechado
REsp,1431351,0,418,false,7,6,,
AREsp,633949,0,397,false,4,0,0,Guilherme – STJ
AREsp,621542,,2631,true,0,0,,Segredo de Justiça
AREsp,504760,0,631,false,3,0,,
AREsp,627160,0,2062,false,5,4,,
AREsp,685951,0,764,false,4,4,,
AREsp,622640,,2077,false,0,0,0,Guilherme – STJ
AI,853378,0,701,false,1,5,,
AI,856284,1,391,true,12,2,,
ARE,684091,0,1450,false,1,0,,
AREsp,805570,1,274,false,5,1,0,
REsp,1499074,0,709,false,2,0,0,
AREsp,504660,0,713,false,4,4,0,
REsp,1464759,0,1199,false,2,0,0,Substituição da pena privativa de liberd
AREsp,828606,0,2488,false,2,0,0,Substituição da pena privativa de liberd
AREsp,521115,1,1622,false,8,6,0,
AREsp,615572,0,190,false,2,1,0,
AREsp,545070,0,1234,false,5,4,0,
AREsp,542152,0,300,false,5,0,0,
REsp,1427598,1,550,false,2,9,0,Desconstituição de sentença
AREsp,545268,0,104,false,1,9,0,Substituição da pena privativa de liberd
AREsp,739027,0,799,false,1,9,0,
AREsp,684896,1,1973,false,5,4,0,
REsp,1540499,,844,false,0,0,0,Agravo de execução
AREsp,486066,0,233,false,1,8,0,
REsp,1525548,0,2605,false,12,0,0,
AREsp,644915,0,318,false,3,4,0,Substituição da pena privativa de liberd
AREsp,644394,,947,false,0,0,0,Recurso determinou novo julgamento (réu 
REsp,1557282,1,2415,false,5,6,0,
AREsp,652779,,367,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,652779,,166,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,652779,,2467,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1504476,0,1837,false,5,1,0,
AREsp,523473,1,2287,false,5,4,0,
AREsp,723779,0,1668,false,1,0,0,Substituição da pena privativa de liberd
REsp,1492742,,304,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1442150,0,1383,false,2,0,0,
AREsp,630047,0,1906,false,2,1,0,
REsp,1558398,,1402,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1491120,1,466,false,0,0,0,Recurso determinou novo julgamento (réu 
AREsp,593047,,1114,false,0,0,0,Agravo de execução
REsp,1470552,0,628,false,2,6,0,
REsp,1486003,1,817,false,5,0,0,
REsp,1554616,0,1905,false,5,4,0,
AREsp,827603,0,1902,false,1,5,0,
AREsp,720974,,907,false,0,0,0,Recurso determinou novo julgamento (réu 
AREsp,634426,0,732,false,2,1,0,
AREsp,541614,,569,false,0,0,0,
AREsp,602621,0,1589,false,1,0,0,Substituição da pena privativa de liberd
AREsp,649427,0,860,false,1,0,0,
REsp,1470994,,2004,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,822442,1,1058,false,9,4,0,
REsp,1474824,,2302,false,0,0,0,Agravo de execução
AREsp,550520,0,633,false,2,0,0,Substituição da pena privativa de liberd
AREsp,780559,,13,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,565928,,858,false,0,0,0,Discussão cível
AREsp,565928,,714,false,0,0,0,Discussão cível
AREsp,565928,,1006,false,0,0,0,Discussão cível
AREsp,786082,,862,false,0,0,0,Agravo de execução
AREsp,786082,,979,false,0,0,0,Agravo de execução
AREsp,786082,,1311,false,0,0,0,Agravo de execução
AREsp,786082,,2681,false,0,0,0,Agravo de execução
AREsp,786082,,361,false,0,0,0,Agravo de execução
AREsp,786082,,1968,false,0,0,0,Agravo de execução
AREsp,786082,,85,false,0,0,0,Agravo de execução
AREsp,786082,,2400,false,0,0,0,Agravo de execução
AREsp,786082,,1887,false,0,0,0,Agravo de execução
AREsp,786082,,2079,false,0,0,0,Agravo de execução
AREsp,786082,,2359,false,0,0,0,Agravo de execução
AREsp,786082,,1639,false,0,0,0,Agravo de execução
AREsp,786082,,2124,false,0,0,0,Agravo de execução
AREsp,786082,,2645,false,0,0,0,Agravo de execução
AREsp,786082,,529,false,0,0,0,Agravo de execução
AREsp,786082,,1840,false,0,0,0,Agravo de execução
AREsp,786082,,254,false,0,0,0,Agravo de execução
AREsp,786082,,1361,false,0,0,0,Agravo de execução
AREsp,786082,,1664,false,0,0,0,Agravo de execução
AREsp,786082,,2055,false,0,0,0,Agravo de execução
AREsp,786082,,1162,false,0,0,0,Agravo de execução
AREsp,786082,,2494,false,0,0,0,Agravo de execução
AREsp,786082,,1189,false,0,0,0,Agravo de execução
AREsp,548488,0,2357,false,0,0,0,Pena não informada
REsp,1429048,1,1090,false,2,0,0,Concedido sursis
AREsp,718293,0,447,false,5,1,0,
AREsp,727079,0,160,false,2,4,0,Substituição da pena privativa de liberd
REsp,1519777,,626,false,0,0,0,Agravo de execução
REsp,1481032,,945,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1457043,0,1245,false,0,7,0,Concedido sursis
REsp,1572419,0,2633,false,0,4,0,Substituição da pena privativa de liberd
AREsp,733684,0,890,false,1,0,0,
AREsp,743897,,1377,false,0,0,0,
AREsp,753870,0,1682,false,4,0,0,Substituição da pena privativa de liberd
AREsp,654322,0,527,false,0,8,0,Substituição da pena privativa de liberd
REsp,1570604,0,1669,false,4,5,0,
AREsp,754842,0,1963,false,2,0,0,
REsp,1529852,0,671,false,5,0,0,
AREsp,590952,,1874,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,710617,1,676,false,12,2,0,
AREsp,710617,1,1435,false,12,2,0,
AREsp,634132,0,1721,false,4,7,0,
REsp,1506289,1,2133,false,0,0,0,Processo sob segredo de justiça (condena
REsp,1430716,1,532,false,7,6,0,
AREsp,619593,0,218,false,0,0,0,Réu absolvido no recurso
AREsp,644404,0,2170,false,6,5,0,
REsp,1501820,0,1406,false,7,3,0,
REsp,1431428,1,711,false,5,4,0,
AREsp,642165,,1939,false,0,0,0,Ação civil pública
AI,791039,,2466,false,0,0,,Réu morto
ARE,694759,,850,false,0,0,,Inexistência de julgamento pelo tribunal do júri
RE,611675,0,1706,false,0,1,1,Acordão não encontrado
ARE,705981,1,721,false,0,3,6,
AI,809777,0,1601,false,0,0,0,Réu absolvido
ARE,683093,0,1992,false,0,3,0,Substituição da pena privativa de liberdade 
RE,661931,,2386,false,0,0,,Agravo de execução
RE,656292,1,1197,false,0,15,0,
AI,801358,,2370,false,0,0,,Inexistência de julgamento pelo tribunal do júri
AREsp,657017,1,1631,false,0,0,,sem acesso ao voto para verificar a pena
AREsp,657017,1,1356,false,0,0,,sem acesso ao voto para verificar a pena
REsp,1499069,0,1941,false,2,6,,
AREsp,697486,0,1314,false,8,4,,
AREsp,711316,0,2040,false,4,6,,
AREsp,596159,0,1307,false,8,0,,
AREsp,529314,0,2288,false,8,9,,
REsp,1561625,0,603,false,1,6,,
AREsp,797225,0,2361,false,2,0,,
REsp,1541998,0,684,false,12,10,,
AREsp,498816,0,548,false,2,0,,
AREsp,587889,0,2362,false,1,4,,
AREsp,465101,0,1168,false,5,10,,Regime Fechado
AREsp,729806,0,2364,false,5,4,,Regime Fechado
REsp,1431297,0,152,true,3,0,,Regime Fechado
REsp,1551007,0,2101,false,0,4,,
AREsp,497376,0,1932,false,1,6,,
Ag,1433424,0,1088,false,3,0,,
REsp,1524526,,2696,false,0,0,,Agravo de Execução Penal
AREsp,824522,0,1219,false,17,0,,
AREsp,724776,0,672,false,6,2,,
AREsp,630935,0,673,false,4,0,,
AREsp,769246,0,2278,false,3,6,,
AREsp,481928,0,223,false,6,11,,
AREsp,703143,,2423,false,0,0,,
AREsp,584863,0,918,false,0,0,,
AREsp,629158,0,2455,false,1,0,,
REsp,1464165,0,608,false,1,8,,Regime fechado
REsp,1533801,0,688,false,5,6,,
AREsp,804078,0,1052,false,6,2,,Regime Fechado
REsp,1492124,,781,false,0,0,,Agravo de Execução Penal
AREsp,601810,0,2189,false,12,0,,
AREsp,631952,0,1015,false,3,0,,
AREsp,753881,0,112,false,20,0,,
REsp,1499054,0,330,false,0,0,,
AREsp,517432,0,1510,false,2,4,,
AREsp,799589,0,2568,false,12,0,,
AREsp,711157,,1287,false,0,0,,Não possui decisão para consulta
AREsp,603118,,768,false,0,0,,
AREsp,603118,,2631,true,0,0,,
AREsp,603118,,585,false,0,0,,
AREsp,603118,,1117,false,0,0,,
AREsp,603118,,278,false,0,0,,
AREsp,603118,,1117,false,0,0,,
AREsp,603118,,278,false,0,0,,
REsp,1558120,0,324,false,14,0,,não é possível ver inteiro teor
AREsp,708620,0,1933,false,2,4,,
AREsp,546485,,2631,true,0,0,,
AREsp,588080,0,2660,false,10,1,,
AREsp,458617,0,2037,false,0,0,,
AREsp,458617,0,1718,false,0,0,,
AREsp,579872,0,1178,false,0,0,,Recurso em sentido estrito - pronúncia
AREsp,651385,0,574,false,1,0,,
AREsp,654308,0,1859,false,1,6,,
AREsp,519653,,2631,true,0,0,,
AREsp,482149,,2066,false,0,0,,
AREsp,482149,,2066,false,0,0,,
AREsp,482149,,428,false,0,0,,
AREsp,638495,0,259,false,27,6,,
AREsp,821330,0,72,false,0,0,,
AREsp,468190,0,2044,false,3,4,,
AREsp,564372,,1608,false,0,0,,recurso em sentido estrito - pronúncia
AREsp,763414,,2631,true,0,0,,
AREsp,512290,,145,false,0,0,,
AREsp,512290,,365,false,0,0,,
AREsp,512290,,2148,false,0,0,,
AREsp,512290,,2109,false,0,0,,
AREsp,512290,,2009,false,0,0,,
AREsp,512290,,400,false,0,0,,
AREsp,512290,,2074,false,0,0,,
AREsp,571907,,253,false,0,0,,agravo em execução penal
AREsp,635288,0,1578,false,14,5,,
AREsp,785765,0,1138,false,5,10,,
REsp,1493764,0,2688,false,1,8,,
AREsp,619821,1,2667,false,0,0,,Recurso em sentido estrito - pronúncia
AREsp,572403,,1069,false,0,0,,agravo em execução penal
REsp,1558383,,1676,false,0,0,,acórdão não disponibilizado
AREsp,806356,0,1506,true,9,1,,
AREsp,806356,0,934,false,6,8,,
AREsp,728657,0,459,false,1,4,,
AREsp,757235,0,806,false,11,11,,
REsp,1551004,,2479,false,0,0,,ação penal - oferecimento de denúncia
AREsp,521381,,143,false,0,0,,segredo de justiça
AREsp,479617,,705,false,0,0,,segredo de justiça
REsp,1504709,,428,false,0,0,,agravo em execução penal
ARE,661937,,219,false,0,0,,HC e execução penal
ARE,710104,,1017,false,0,0,,não é possível ver decisões
ARE,682471,,1243,false,0,0,,não é possível ver decisões
AI,850777,,503,false,0,0,,não é possível ver decisões
AI,837150,,1315,false,0,0,,
AI,810485,,567,false,0,0,,processo não encontrado
ARE,687089,0,1790,false,0,0,,Recurso em sentido estrito contra decisão que nega relaxamento de prisão e submete a Júri
ARE,699698,0,391,true,2,6,,
RE,701421,0,930,false,3,6,,
AI,824738,,1115,false,0,0,,não é possível ver decisões -  acordão não disponibilizado.
ARE,664504,0,1794,false,30,0,,
AI,819627,,1657,false,0,0,,sem acórdão disponível
AREsp,710778,0,255,false,0,0,,recurso contraanulação de sentença
AREsp,557436,0,2249,false,3,1,,regime semiaberto
AREsp,765268,0,2249,false,2,1,,
AREsp,510870,0,1487,false,0,0,,embargo de declaração provido contra sentença que extinguiu punibilidade do réu
AREsp,478135,0,1294,false,7,2,,
AREsp,478135,0,1294,false,7,2,,
AREsp,631285,1,2343,false,16,0,,
AREsp,784279,1,1421,false,4,6,,"regime semiaberto, mas respondendo preso"
AREsp,748807,1,692,false,14,7,,
AREsp,822705,0,506,false,0,0,,
AREsp,619223,,1859,false,0,0,,agravo de execução
REsp,1475969,0,958,false,0,0,,recurso em sentido estrito contra extinção de punibilidade do réu
AREsp,627168,,2399,false,0,0,,
AREsp,710949,0,168,false,0,0,,acórdão não disponível
AREsp,817865,0,264,false,0,3,,
AREsp,461738,0,1838,false,0,1,,
AREsp,787894,,428,false,0,0,,
AREsp,651005,,267,false,0,0,,
AREsp,651005,,1176,false,0,0,,
AREsp,556946,,1322,false,0,0,,
AREsp,556946,,52,false,0,0,,
AREsp,556946,,2126,false,0,0,,
AREsp,556946,,2642,false,0,0,,
AREsp,467793,,2224,true,0,0,,sentença não encontrada
AREsp,689539,,432,false,0,0,,processo não encontrado
REsp,1491338,0,428,false,1,0,,penas restritivas de direitos
AREsp,503193,0,1527,true,0,6,,penas restritivas de direitos
AREsp,601361,0,362,false,6,2,,
AREsp,572572,0,1527,true,2,0,,penas restritivas de direitos
REsp,1493968,0,428,false,1,0,,pena restritiva de direito
AREsp,771834,0,2455,false,14,0,,
AREsp,808155,,1931,false,0,0,,agravo de execução
REsp,1501750,0,2455,false,7,9,,
REsp,1433769,0,256,false,1,8,,
REsp,1483739,0,1223,false,4,0,,
REsp,1470825,1,127,false,1,5,,Regime fechado por reincidência
REsp,1523039,0,1863,false,0,0,,"Réu absolvido, MP recorrendo"
REsp,1555766,0,856,false,0,0,,Tribunal do juri
REsp,1444590,0,2337,false,0,0,,Processo não encontrado (confirmação de réu solto pelo Resp)
AREsp,725291,1,833,false,13,0,,Réu condenado por Tribunal do Juri
AREsp,514171,0,428,false,0,0,,Atipicidade da conduta - Recurso do MP
REsp,1474622,,617,false,0,0,,Processo não cadastrado
AREsp,654095,0,39,false,2,4,,
REsp,1440101,0,2365,false,0,0,,Recurso do MP contra absolvição
AREsp,690282,1,869,false,8,8,,Regime inicial fechado
AREsp,591446,0,82,false,0,0,,penas restritivas de direito
AREsp,474864,0,342,false,2,0,,penas restritivas de direito
AREsp,1494070,,1206,false,0,0,,execução penal
REsp,730884,0,863,false,2,0,,
REsp,499392,0,2630,false,6,5,,expedido mandado de prisão para regime semi-aberto
REsp,500865,1,1984,false,2,4,,regime inicial fechado
AREsp,770633,1,1413,false,5,0,,regime fechado
AREsp,785720,,742,false,0,0,,segredo de justiça
AREsp,495590,1,2439,false,12,0,,
AREsp,1452125,,338,false,0,0,,segredo de justiça
AREsp,1546951,1,525,false,3,6,,regime fechado
AREsp,778372,,338,false,0,0,,segredo de justiça
AREsp,644753,0,2647,false,3,0,,
AREsp,485287,1,2702,false,9,0,,
AREsp,758023,0,338,false,1,6,,regime inicial semiaberto
AREsp,1479843,,1961,false,0,0,,sentença foi pagamento de multa. Não há prisão.
AREsp,644413,0,1231,false,0,0,,réu absolvido na segunda instância
AREsp,1509961,1,2218,false,5,10,,regime inicial fechado
REsp,614250,0,338,false,2,0,,
AREsp,1531981,,653,false,0,0,,sentença não encontrada
AREsp,1502311,0,152,true,3,6,,
REsp,755668,1,152,true,8,5,,regime inicial fechado
AREsp,1491627,0,2366,false,0,0,,réu absolvido na segunda instância
AREsp,605642,0,2576,false,3,6,,regime inicial fechado
ARE,726751,0,689,false,0,0,,réu absolvido
AI,816339,,393,false,0,0,,pessoa jurídica
AI,856083,,1264,true,0,0,,
RE,729411,,392,false,0,0,,agravo interno
ARE,699431,,19,true,0,0,,recurso em sentido estrito
ARE,726791,0,720,false,3,6,,
RE,612713,0,1584,false,0,0,,
AI,797368,0,391,true,2,0,,
RE,629420,0,1966,false,3,4,,
AI,817572,,2322,false,0,0,,área cível
ARE,688976,,122,false,0,0,,processo não encontrado
AREsp,616885,,132,false,0,0,,Decisão não disponível / Recurso em sentido estrito
AREsp,718370,0,964,false,2,0,,
AREsp,608761,0,375,false,14,0,,Decisão não disponível - Info de embargos
AREsp,718163,,415,false,2,4,,
AREsp,726200,0,2249,false,0,0,,Julgamento anulado
AREsp,593204,,2249,false,0,0,,Recurso em Sentido Estrito - debate de pronuncia
AREsp,617586,0,2249,false,0,2,,
AREsp,819999,0,667,false,6,2,,
AREsp,689948,,705,false,0,0,,
AREsp,552500,0,971,false,8,0,,
AREsp,625150,1,561,false,4,8,,
REsp,1557628,0,808,false,0,0,,Ação penal trancada
AREsp,539426,0,1859,false,1,2,,
REsp,1430370,0,1859,false,0,4,,Sem data
AREsp,822160,0,5,false,4,0,,Recurso em sentido estrito -
REsp,1480749,0,1223,false,7,0,,Regime fechado
AREsp,647262,,27,false,0,0,,Recurso em sentido estrito. Pronúncia.
AREsp,814749,0,384,false,1,0,,
